Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Count,Flow_Duration,Payload_Entropy,Packet_Type,Traffic_Type,Malware_Indicators,Anomaly_Scores,Attack_Type,Device_Information,Network_Segment,Geo_location_Data,Proxy_Information,Log_Source,pca_anomaly_score,pca_anomaly_flag
2025-03-19 08:51:57.649811,10.21.75.84,10.30.149.66,21684,443,HTTP,119,7,8.860951689513403,0.0,Normal,Normal,,16,,IDS,Guest WiFi,"KP, Pyongyang, AS131279",Cloud Proxy,IDS,0.0030351083872601553,0
2025-04-11 23:20:05.107739,61.139.29.230,10.86.194.40,41829,443,SSH,1428,34,4.465979681628901,0.0,Normal,Normal,,9,,IDS,IoT Network,"KP, Pyongyang, AS131279",No Proxy,Firewall,0.008639483317341132,0
2025-03-30 15:49:23.502582,10.113.52.13,10.157.231.244,24576,443,HTTPS,546,74,0.1720158736495128,0.0,Scan,Exploit,Ryuk,73,T1210,Server,Guest WiFi,"IN, Mcdonaldside, AS4755",Proxy Detected,Firewall,0.16213791964535834,1
2025-03-17 20:43:10.469226,10.220.3.116,10.181.83.156,21449,3389,HTTPS,1405,243,0.6612077970769474,0.0,Scan,DDoS,Ransomware,77,T1071,Router,Guest WiFi,"KP, Pyongyang, AS131279",Proxy Detected,Firewall,0.012479651972892424,0
2025-03-27 03:15:32.245808,10.171.3.251,10.193.203.200,27990,53,SSH,967,446,0.0154823890185185,0.0,Threat,Data Exfiltration,Spyware,100,T1110,IPS,Guest WiFi,"KP, Pyongyang, AS131279",TOR Exit Node,Proxy Server,0.006162159945593364,0
2025-04-09 02:49:39.195659,1.83.220.166,10.129.21.76,15197,443,SMTP,511,13,5.586485993490256,0.0,Normal,Normal,,12,,Firewall,DMZ,"US, Jonesstad, AS15169",Proxy Detected,IPS,0.00018647619937716607,0
2025-04-05 00:08:35.695604,10.133.220.23,10.190.97.178,12935,443,SSH,241,25,6.829543789798715,0.0,Normal,Normal,,20,,Firewall,Corporate LAN,"RU, Port Melissaberg, AS12389",Cloud Proxy,Proxy Server,0.0017167258141068892,0
2025-04-15 06:21:52.199330,10.58.9.230,10.102.207.64,50819,443,ICMP,1075,11,7.437784461040569,3.087726942318237,Normal,Normal,,20,,Server,Guest WiFi,"KP, Pyongyang, AS131279",Proxy Detected,IPS,0.006661876611931075,0
2025-04-09 10:48:45.559303,10.215.248.252,10.240.192.89,45202,53,SMTP,340,15,4.376862118127273,3.0419170612091704,Normal,Normal,,1,,Firewall,DMZ,"US, Elizabethhaven, AS15169",TOR Exit Node,IDS,0.014522492110756121,0
2025-03-30 18:28:33.961181,10.73.198.214,10.92.147.116,27723,443,UDP,956,196,1.585026480119875,3.3248894517332404,Threat,Brute Force,,58,T1059,Router,Guest WiFi,"IN, Porterside, AS4755",Proxy Detected,Firewall,0.0003716542260192467,0
2025-04-06 10:44:05.728770,3.188.67.85,10.106.164.52,25222,53,SMTP,200,24,0.5310499174410573,0.0,Normal,Normal,,7,,Server,Guest WiFi,"KP, Pyongyang, AS131279",No Proxy,Firewall,0.010084316788647704,0
2025-04-08 08:58:39.953593,10.164.124.7,10.245.55.160,23043,53,TCP,458,44,1.5366401468183744,0.0,Normal,Normal,,7,,Firewall,DMZ,"US, South Dylanfurt, AS15169",Proxy Detected,IDS,0.01981439669795876,0
2025-03-24 10:06:50.980198,117.73.148.3,10.145.18.37,64895,445,DNS,116,336,1.808734211694244,2.895857683033042,Threat,Brute Force,TrickBot,100,T1133,Server,Corporate LAN,"RU, West Michael, AS12389",Cloud Proxy,Proxy Server,0.024455475809340543,0
2025-03-27 06:41:37.750840,201.236.143.229,10.33.24.233,20740,443,RDP,75,22,5.632280711005073,0.0,Normal,Normal,,18,,Workstation,DMZ,"DE, Port Martinside, AS3320",TOR Exit Node,Firewall,0.0010241061972437186,0
2025-03-28 05:17:48.769855,10.40.178.207,10.18.169.45,23168,80,ICMP,126,33,3.271564449233904,0.0,Normal,Normal,,11,,Router,Internal Network,"IN, Davisport, AS4755",TOR Exit Node,IDS,0.00478628519934298,0
2025-04-13 02:55:57.978431,10.207.239.56,10.185.30.248,15171,53,RDP,87,36,6.609939121768502,0.0,Normal,Normal,,11,,Workstation,Guest WiFi,"CN, West Joshua, AS4134",Proxy Detected,Firewall,0.0031726891251925553,0
2025-03-18 00:32:30.206681,10.0.217.204,10.62.129.193,24113,53,SSH,539,4,5.148660312602409,0.0,Normal,Normal,,12,,Server,Guest WiFi,"RU, Roblesshire, AS12389",TOR Exit Node,SIEM,6.350629931153406e-06,0
2025-03-24 15:18:48.405584,10.95.34.25,10.209.124.214,57429,443,FTP,1155,29,8.846075391462202,0.0,Normal,Normal,,6,,IDS,DMZ,"KP, Pyongyang, AS131279",Proxy Detected,SIEM,0.004937584309543678,0
2025-04-05 20:55:25.005177,46.65.248.0,10.223.85.9,54659,53,HTTPS,1103,284,1.6100736972406962,3.0102408826996925,Threat,Phishing,Ransomware,96,T1059,IDS,DMZ,"CN, Williamside, AS4134",TOR Exit Node,Firewall,0.05048312285155398,0
2025-04-13 05:30:02.508594,178.247.99.231,10.168.237.120,45463,443,SSH,1193,27,9.230225250104615,3.042292189082414,Normal,Normal,,0,,Workstation,Guest WiFi,"IN, Ashleystad, AS4755",Cloud Proxy,SIEM,0.015946967676557053,0
2025-03-19 04:27:01.882689,79.66.126.200,10.210.215.118,25462,3389,ICMP,172,116,0.7828923879546429,3.705979129983102,Scan,DDoS,TrickBot,58,T1133,Firewall,Corporate LAN,"DE, Birdmouth, AS3320",No Proxy,IPS,0.03322206000828529,0
2025-04-11 08:34:34.808918,136.142.17.166,10.48.236.217,19699,80,ICMP,1201,28,9.933869942084195,3.001917061209171,Normal,Normal,,29,,Workstation,IoT Network,"IN, Kimberlytown, AS4755",TOR Exit Node,Proxy Server,0.019024805986550257,0
2025-03-20 10:18:30.200597,24.47.176.139,10.67.64.135,53052,53,HTTPS,913,45,3.9749912448904263,0.0,Normal,Normal,,0,,IPS,Corporate LAN,"IR, Gibsonchester, AS58224",Cloud Proxy,Proxy Server,0.03156925415767472,0
2025-04-01 15:17:40.707532,2.69.104.65,10.58.232.103,31131,80,HTTPS,515,33,6.480408381689278,0.0,Normal,Normal,,10,,IDS,IoT Network,"RU, Mortonport, AS12389",Cloud Proxy,Proxy Server,0.004407232842352614,0
2025-04-01 06:06:46.816548,10.101.174.143,10.115.62.128,16901,53,TCP,346,21,5.13504400182059,0.0,Normal,Normal,,9,,Workstation,Corporate LAN,"CN, Christopherhaven, AS4134",Cloud Proxy,IPS,0.0027757748793056872,0
2025-04-05 08:33:36.610229,183.252.192.189,10.133.216.144,8957,53,TCP,1255,36,8.1520162233024,2.7941549844498144,Normal,Normal,,1,,IDS,Guest WiFi,"US, Hammondport, AS15169",Cloud Proxy,Firewall,0.021689269961327536,0
2025-03-21 23:11:29.976653,10.74.141.21,10.231.243.197,16039,80,SMTP,1381,25,9.492150333748729,0.0,Normal,Normal,,13,,IPS,Corporate LAN,"US, Smithhaven, AS15169",Proxy Detected,Firewall,5.287844101433894e-06,0
2025-03-24 10:03:00.218191,200.236.211.64,10.55.34.243,27035,445,FTP,144,161,0.2238222868401183,3.588493070364557,Malware,Data Exfiltration,,75,T1027,Workstation,DMZ,"US, Cathymouth, AS15169",Proxy Detected,SIEM,0.0684130443042571,0
2025-04-06 06:50:15.195493,31.18.255.141,10.251.77.177,31861,443,FTP,641,43,0.1577035095031723,0.0,Normal,Normal,,11,,Server,IoT Network,"US, Stevensland, AS15169",Cloud Proxy,IDS,0.009264663699832573,0
2025-04-04 04:34:11.672284,10.198.27.126,10.77.228.168,56674,53,SMTP,112,4,0.6421403206007911,2.916330855325312,Normal,Normal,,23,,IDS,Corporate LAN,"RU, Lake Catherineton, AS12389",Proxy Detected,Firewall,0.00740798606806134,0
2025-03-22 06:06:11.770864,10.48.149.50,10.31.104.203,58316,445,FTP,1476,314,0.0327017900744889,0.0,Scan,DDoS,Spyware,80,T1133,Firewall,Corporate LAN,"US, Alejandrohaven, AS15169",Proxy Detected,IDS,3.517029890981474e-05,0
2025-03-31 20:45:06.302014,10.77.69.171,10.192.167.116,12780,53,HTTPS,1492,24,3.536292034438836,2.803074189428569,Normal,Normal,,30,,IPS,Corporate LAN,"RU, Kellyfort, AS12389",TOR Exit Node,Firewall,0.01821080612951773,0
2025-03-21 09:29:25.566099,78.57.84.120,10.20.172.41,14978,445,RDP,640,55,1.0767968672516737,3.1614764936911435,Malware,Data Exfiltration,Zero-Day,85,T1110,Server,Guest WiFi,"IN, New Lisa, AS4755",Proxy Detected,IDS,0.298535443712248,1
2025-03-29 15:27:18.267687,10.69.112.72,10.92.41.119,50620,53,RDP,1416,34,0.1210806504131509,0.0,Normal,Normal,,19,,Router,DMZ,"IR, Lake Yolandafurt, AS58224",Cloud Proxy,Proxy Server,4.6853818074360275e-05,0
2025-04-04 11:00:59.011241,10.76.48.162,10.105.7.116,42215,3389,SMTP,738,496,0.102616091963019,0.0,Malware,DDoS,TrickBot,79,T1046,IDS,Internal Network,"DE, East Brandon, AS3320",Cloud Proxy,Firewall,0.13651857898603778,1
2025-04-10 05:00:55.290624,10.108.35.47,10.162.110.184,21072,80,HTTP,534,1,7.242395583558734,3.0645290460096537,Normal,Normal,,25,,IPS,IoT Network,"CN, Lake Dianatown, AS4134",No Proxy,Proxy Server,0.019501550124919453,0
2025-04-08 04:17:13.955112,14.79.237.249,10.85.19.198,17405,53,DNS,95,29,3.1712791169942536,2.9023841248434787,Normal,Normal,,19,,Server,Corporate LAN,"KP, Pyongyang, AS131279",TOR Exit Node,SIEM,0.0009365102820458103,0
2025-04-08 01:30:20.003982,10.144.1.137,10.135.252.29,58124,53,SSH,1390,15,9.500965094260096,3.0379773216579493,Normal,Normal,,11,,Router,IoT Network,"IR, Angelicaborough, AS58224",TOR Exit Node,SIEM,0.00011462023539312639,0
2025-04-01 07:30:43.545141,10.243.133.72,10.111.69.122,42773,443,FTP,1464,17,8.557588817127135,0.0,Normal,Normal,,22,,Workstation,Guest WiFi,"DE, Schneiderburgh, AS3320",Proxy Detected,Firewall,0.009932944760802255,0
2025-04-10 17:47:55.644939,10.135.3.210,10.171.220.204,60524,80,RDP,1100,3,3.127032878309577,0.0,Normal,Normal,,9,,Server,Corporate LAN,"CN, New Sheila, AS4134",No Proxy,Proxy Server,0.00043549834478735756,0
2025-03-22 09:53:34.991174,192.30.162.152,10.225.82.254,55506,80,HTTPS,1442,32,3.4170747624958997,0.0,Normal,Normal,,21,,Firewall,Internal Network,"KP, Pyongyang, AS131279",Proxy Detected,IPS,0.0005953361491972587,0
2025-04-04 11:17:44.890553,10.242.120.203,10.73.188.182,10072,443,DNS,995,22,8.544404911127883,3.050471406871296,Normal,Normal,,16,,Server,Corporate LAN,"DE, West Kelseyburgh, AS3320",Cloud Proxy,SIEM,0.001871354547701871,0
2025-04-10 08:36:19.326814,208.66.158.178,10.167.183.152,26664,443,TCP,274,48,8.81050478776698,3.2321337455037664,Normal,Normal,,7,,Workstation,Internal Network,"IR, Lake Samanthamouth, AS58224",Cloud Proxy,Proxy Server,0.012489232378429483,0
2025-04-04 05:59:52.918842,140.167.230.191,10.75.26.54,36202,53,SMTP,1291,20,8.01205282604519,2.862308061382248,Normal,Normal,,0,,Workstation,IoT Network,"KP, Pyongyang, AS131279",No Proxy,Proxy Server,0.01482744070035438,0
2025-04-13 19:54:33.455224,72.91.132.38,10.212.72.140,60009,443,RDP,1400,9,4.228646071458753,0.0,Normal,Normal,,14,,Router,DMZ,"RU, South Evelyn, AS12389",No Proxy,Proxy Server,0.0002042635378112017,0
2025-04-02 22:46:03.976876,58.167.169.203,10.176.111.179,21880,53,SSH,390,39,6.109985797015919,0.0,Normal,Normal,,5,,Server,IoT Network,"KP, Pyongyang, AS131279",Cloud Proxy,SIEM,0.016670079279441335,0
2025-04-05 10:11:09.478047,45.108.242.198,10.33.193.174,29347,53,ICMP,752,5,2.55041074650756,0.0,Normal,Normal,,17,,Server,IoT Network,"IN, Lake Tiffany, AS4755",Proxy Detected,Proxy Server,0.0012465404955104122,0
2025-04-07 08:28:14.465200,10.160.98.33,10.249.241.166,48642,80,ICMP,347,28,2.982361099818117,3.272832423580551,Normal,Normal,,24,,Router,Guest WiFi,"DE, South Pamelafurt, AS3320",No Proxy,Proxy Server,0.0038725123564049687,0
2025-03-26 15:26:41.618247,10.253.254.74,10.154.80.248,35801,53,HTTP,1467,12,4.643556328248507,0.0,Normal,Normal,,21,,Router,Corporate LAN,"KP, Pyongyang, AS131279",No Proxy,Proxy Server,0.006884450238678443,0
2025-04-13 23:39:04.662246,10.48.145.68,10.182.190.175,12112,80,SMTP,380,250,0.9023555623116164,0.0,Malware,Phishing,Zero-Day,87,T1210,IPS,Guest WiFi,"US, New Kathleenmouth, AS15169",No Proxy,Proxy Server,0.037488720119379655,0
2025-03-25 12:18:05.257517,31.222.96.207,10.184.37.54,26693,80,HTTP,672,27,5.34720803340436,0.0,Normal,Normal,,1,,Server,DMZ,"CN, Port Ericaville, AS4134",No Proxy,Firewall,0.01595550495344711,0
2025-03-27 10:34:04.105968,210.183.213.170,10.90.183.90,43373,443,FTP,922,4,7.172622824594242,2.98392332366307,Normal,Normal,,2,,Workstation,IoT Network,"RU, Nicholsbury, AS12389",TOR Exit Node,Firewall,0.004497219816029925,0
2025-04-13 08:59:21.644822,129.130.57.85,10.1.84.228,40723,445,ICMP,1036,216,0.8121450307412665,3.229360544413377,Threat,Brute Force,Zero-Day,57,T1190,Workstation,DMZ,"RU, South Karifort, AS12389",Proxy Detected,SIEM,0.00022884121924637754,0
2025-03-22 12:30:41.533231,10.77.208.22,10.90.148.214,51942,3389,ICMP,930,164,1.1527315867418435,3.43696524390749,Threat,Exploit,,100,T1210,Firewall,Guest WiFi,"KP, Pyongyang, AS131279",Proxy Detected,Proxy Server,0.22534664719214448,1
2025-04-05 13:35:22.250410,210.51.195.16,10.0.188.105,43361,53,FTP,623,33,5.860750109267578,0.0,Normal,Normal,,27,,Workstation,DMZ,"KP, Pyongyang, AS131279",Proxy Detected,Proxy Server,0.010613778258371488,0
2025-04-10 12:54:50.164120,205.123.52.34,10.66.70.232,14945,80,FTP,577,35,4.832966734892941,0.0,Normal,Normal,,17,,IPS,Internal Network,"CN, South Thomashaven, AS4134",Cloud Proxy,IPS,3.3866666422819703e-05,0
2025-03-18 11:15:18.070529,211.230.193.23,10.138.139.187,32889,443,HTTP,1396,32,4.891045477369467,2.897096983371633,Normal,Normal,,25,,Server,Corporate LAN,"DE, Tylerton, AS3320",No Proxy,IPS,0.007306740269554858,0
2025-04-13 01:57:07.891571,10.82.38.62,10.40.155.162,53187,443,ICMP,920,1,4.232100206977603,3.0877269423182363,Normal,Normal,,25,,Workstation,Corporate LAN,"US, Port Ericburgh, AS15169",Cloud Proxy,IPS,0.019054724899354832,0
2025-04-11 23:14:50.161149,47.50.47.160,10.188.1.207,25046,443,SSH,1028,6,6.07125235232972,0.0,Normal,Normal,,19,,Firewall,DMZ,"CN, Williamton, AS4134",No Proxy,IDS,0.004120333749777069,0
2025-03-20 10:56:48.365933,20.93.210.76,10.139.123.158,19432,1433,TCP,1473,412,1.5943462414342595,3.388954822090643,Threat,Brute Force,Ryuk,51,T1027,Workstation,IoT Network,"IN, Jorgeton, AS4755",Cloud Proxy,IDS,0.20786746449435364,1
2025-03-21 21:11:06.522097,177.149.94.16,10.1.126.233,14091,443,SSH,106,28,0.6309647215432462,0.0,Normal,Normal,,5,,Workstation,Guest WiFi,"RU, East Mitchell, AS12389",Cloud Proxy,Proxy Server,0.016017128548399914,0
2025-04-04 18:58:20.948232,11.235.130.41,10.77.42.214,39915,80,SMTP,641,1,0.8868471139324552,0.0,Normal,Normal,,13,,Workstation,Guest WiFi,"US, Richardmouth, AS15169",TOR Exit Node,IDS,3.109221092545833e-06,0
2025-03-21 05:26:59.139445,10.190.83.219,10.67.65.251,49671,80,SMTP,692,37,3.350806745107174,0.0,Normal,Normal,,3,,IPS,DMZ,"CN, North Barbarahaven, AS4134",Proxy Detected,Firewall,0.021814443769127043,0
2025-04-02 08:29:26.132603,10.214.149.103,10.236.32.181,10270,443,UDP,281,2,2.691319551842983,2.8661755123422905,Normal,Normal,,8,,Server,Guest WiFi,"CN, Natashashire, AS4134",Cloud Proxy,Firewall,0.0019027881869996574,0
2025-04-04 05:07:11.865355,10.83.94.202,10.255.6.183,58318,53,ICMP,652,42,8.969027692905103,0.0,Normal,Normal,,17,,Firewall,DMZ,"IR, Meghanland, AS58224",Cloud Proxy,SIEM,1.5965623146533005e-05,0
2025-03-18 04:09:40.592300,38.156.151.151,10.184.246.81,60265,53,HTTP,423,6,4.253128793189224,2.8862531128416933,Normal,Normal,,11,,IDS,Internal Network,"KP, Pyongyang, AS131279",Proxy Detected,IDS,8.185028497626555e-05,0
2025-03-30 00:02:36.631392,10.85.172.205,10.36.49.176,60474,80,SMTP,968,14,4.382866916665342,0.0,Normal,Normal,,17,,Server,Internal Network,"RU, South Belindahaven, AS12389",No Proxy,IDS,0.0006461940658029923,0
2025-03-22 10:19:48.459447,162.157.170.109,10.214.35.234,62207,53,TCP,298,26,2.073820257599451,2.785713760616206,Normal,Normal,,29,,Firewall,Guest WiFi,"CN, North Christopher, AS4134",TOR Exit Node,IPS,0.00880976541762393,0
2025-03-29 10:58:01.240279,10.13.168.116,10.77.240.222,20772,53,ICMP,919,21,0.6166432472161144,0.0,Normal,Normal,,20,,Firewall,IoT Network,"IN, Gibbsmouth, AS4755",Cloud Proxy,IPS,0.00031225768511640813,0
2025-03-18 03:26:06.895646,10.63.55.236,10.98.190.107,55007,53,SMTP,237,244,0.7679815229133461,3.469360544413376,Scan,Brute Force,Keylogger,84,T1210,Workstation,Guest WiFi,"KP, Pyongyang, AS131279",Proxy Detected,SIEM,0.02778617861240846,0
2025-03-28 15:53:07.417478,5.247.129.69,10.228.14.125,48663,22,HTTPS,1379,126,1.4764399600605331,0.0,Malware,Phishing,Keylogger,57,T1133,Workstation,Corporate LAN,"IR, Colemanhaven, AS58224",Proxy Detected,Firewall,0.032508842861716424,0
2025-04-09 10:23:33.793133,10.93.99.224,10.179.86.232,54860,443,RDP,188,242,0.4009330671345422,0.0,Malware,Exploit,Emotet,79,T1133,Server,IoT Network,"IN, Jasmineburgh, AS4755",Cloud Proxy,Firewall,0.015995772928436888,0
2025-03-17 13:02:36.250579,10.196.133.11,10.192.125.113,26595,53,TCP,1449,8,8.676947804469634,2.856022027271428,Normal,Normal,,24,,Router,Corporate LAN,"IN, Lake Cynthiabury, AS4755",Cloud Proxy,Firewall,0.015721456768517147,0
2025-03-18 10:34:30.236044,10.23.22.141,10.96.140.188,47966,53,ICMP,703,10,3.711995329091984,0.0,Normal,Normal,,5,,Server,Internal Network,"RU, New Robert, AS12389",Proxy Detected,Proxy Server,0.005593601056944974,0
2025-03-25 02:16:53.241949,190.2.75.107,10.210.88.79,40644,443,SMTP,311,9,2.784676436454041,0.0,Normal,Normal,,1,,IDS,IoT Network,"DE, Fitzpatrickfort, AS3320",No Proxy,Proxy Server,0.01573149510437305,0
2025-03-22 03:36:48.014606,145.17.115.137,10.62.52.114,46092,443,HTTP,466,12,8.041561330638736,3.107160743994029,Normal,Normal,,16,,Router,Internal Network,"DE, Port Michael, AS3320",TOR Exit Node,SIEM,0.0020252189774349594,0
2025-03-24 09:15:23.796987,10.23.207.135,10.75.48.72,28970,443,SSH,320,48,1.989102272027514,3.1167059831985555,Normal,Normal,,13,,Firewall,Corporate LAN,"RU, Jesuston, AS12389",Proxy Detected,Firewall,0.0072647783456877635,0
2025-04-12 04:07:49.524091,106.89.30.88,10.209.40.177,49928,53,HTTPS,299,52,0.0529047565335013,0.0,Scan,Exploit,Zero-Day,65,T1133,Server,DMZ,"CN, Smithside, AS4134",TOR Exit Node,Firewall,0.1399274138517426,1
2025-03-27 05:25:05.379015,10.5.156.164,10.158.138.208,55096,53,HTTPS,1280,17,5.090448583128491,0.0,Normal,Normal,,14,,Router,Internal Network,"DE, New Shannon, AS3320",TOR Exit Node,IDS,1.8286816471447429e-06,0
2025-03-30 23:52:52.877302,57.113.230.167,10.65.223.226,48187,80,RDP,1364,42,3.185591297845666,2.9876773749732872,Normal,Normal,,25,,IPS,IoT Network,"RU, North Lynnstad, AS12389",Cloud Proxy,Firewall,0.0014699800490752875,0
2025-04-05 14:51:19.514038,10.75.27.169,10.53.252.171,56013,443,SMTP,324,9,5.729358480454295,3.0718744847948325,Normal,Normal,,4,,Firewall,IoT Network,"RU, Whiteport, AS12389",TOR Exit Node,Proxy Server,0.007075356171334777,0
